
time,gfx,gFy,gFz,wx,wy,wz,Bx,By,Bz,I,
4.6630,-0.0274,0.2658,0.9811,0.2016,0.0000,0.0513,27.0000,-14.2800,-22.6800,40.0000,
4.6920,-0.0274,0.2658,0.9811,0.2016,0.0000,0.0513,26.7600,-14.3400,-22.9800,40.0000,
4.7580,-0.0274,0.2658,0.9811,0.2016,0.0000,0.0513,26.5800,-14.1000,-23.3400,40.0000,
4.7890,0.0117,0.2502,0.9538,0.2016,0.0000,0.0513,26.5800,-14.1000,-23.3400,40.0000,
4.8680,0.0117,0.2502,0.9538,-0.0220,-0.1124,-0.1319,26.5800,-14.1000,-23.3400,40.0000,
4.8710,0.0117,0.2502,0.9538,-0.0220,-0.1124,-0.1319,26.5800,-14.1000,-23.3400,40.0000,
4.8900,0.0117,0.2502,0.9538,-0.0220,-0.1124,-0.1319,26.5200,-13.8600,-23.4000,40.0000,
4.9560,0.0117,0.2502,0.9538,-0.0220,-0.1124,-0.1319,26.7600,-13.9200,-23.2200,40.0000,
4.9810,-0.0117,0.2502,0.9616,-0.0220,-0.1124,-0.1319,26.7600,-13.9200,-23.2200,40.0000,
5.0600,-0.0117,0.2502,0.9616,0.0269,0.0721,-0.1075,26.7600,-13.9200,-23.2200,40.0000,
5.0630,-0.0117,0.2502,0.9616,0.0269,0.0721,-0.1075,26.7600,-13.9200,-23.2200,40.0000,
5.0900,-0.0117,0.2502,0.9616,0.0269,0.0721,-0.1075,27.0600,-13.8600,-22.9200,40.0000,
5.1210,-0.0117,0.2502,0.9616,0.0269,0.0721,-0.1075,27.0600,-13.8600,-22.9200,90.0000,
5.1640,-0.0117,0.2502,0.9616,0.0269,0.0721,-0.1075,27.0600,-13.8000,-22.8600,90.0000,
5.1820,-0.0430,0.2619,0.9733,0.0269,0.0721,-0.1075,27.0600,-13.8000,-22.8600,90.0000,
5.2680,-0.0430,0.2619,0.9733,-0.0464,0.0269,0.0977,27.0600,-13.8000,-22.8600,90.0000,
5.2710,-0.0430,0.2619,0.9733,-0.0464,0.0269,0.0977,27.0600,-13.8000,-22.8600,90.0000,
5.2860,-0.0430,0.2619,0.9733,-0.0464,0.0269,0.0977,27.1800,-13.8000,-22.6800,90.0000,
5.3510,-0.0430,0.2619,0.9733,-0.0464,0.0269,0.0977,27.3600,-13.6200,-22.3200,90.0000,
5.3800,-0.0586,0.2932,0.9655,-0.0464,0.0269,0.0977,27.3600,-13.6200,-22.3200,90.0000,
5.4620,-0.0586,0.2932,0.9655,-0.3971,-0.1100,0.2651,27.3600,-13.6200,-22.3200,90.0000,
5.4650,-0.0586,0.2932,0.9655,-0.3971,-0.1100,0.2651,27.3600,-13.6200,-22.3200,90.0000,
5.4840,-0.0586,0.2932,0.9655,-0.3971,-0.1100,0.2651,27.6600,-13.6800,-21.9000,90.0000,
5.5500,-0.0586,0.2932,0.9655,-0.3971,-0.1100,0.2651,27.7800,-13.7400,-21.8400,90.0000,
5.5800,-0.0235,0.2541,0.9577,-0.3971,-0.1100,0.2651,27.7800,-13.7400,-21.8400,90.0000,
5.6600,-0.0235,0.2541,0.9577,0.4154,0.0831,-0.0061,27.7800,-13.7400,-21.8400,90.0000,
5.6630,-0.0235,0.2541,0.9577,0.4154,0.0831,-0.0061,27.7800,-13.7400,-21.8400,90.0000,
5.8500,-0.0235,0.2541,0.9577,0.4154,0.0831,-0.0061,27.6000,-13.9200,-21.6000,90.0000,
5.8510,-0.0235,0.2541,0.9577,0.4154,0.0831,-0.0061,27.4800,-14.0400,-21.3600,90.0000,
5.8510,-0.0586,0.3244,0.9616,0.4154,0.0831,-0.0061,27.4800,-14.0400,-21.3600,90.0000,
5.8560,-0.0586,0.3244,0.9616,0.0965,0.2016,-0.0195,27.4800,-14.0400,-21.3600,90.0000,
5.8590,-0.0586,0.3244,0.9616,0.0965,0.2016,-0.0195,27.4800,-14.0400,-21.3600,90.0000,
5.8780,-0.0586,0.3244,0.9616,0.0965,0.2016,-0.0195,27.5400,-14.5200,-20.8200,90.0000,
5.9470,-0.0586,0.3244,0.9616,0.0965,0.2016,-0.0195,27.3600,-14.7000,-20.5200,90.0000,
5.9790,-0.0391,0.3323,0.9342,0.0965,0.2016,-0.0195,27.3600,-14.7000,-20.5200,90.0000,
6.0590,-0.0391,0.3323,0.9342,0.0049,-0.1148,-0.0977,27.3600,-14.7000,-20.5200,90.0000,
6.0630,-0.0391,0.3323,0.9342,0.0049,-0.1148,-0.0977,27.3600,-14.7000,-20.5200,90.0000,
6.0800,-0.0391,0.3323,0.9342,0.0049,-0.1148,-0.0977,27.3000,-14.9400,-20.4600,90.0000,
6.1460,-0.0391,0.3323,0.9342,0.0049,-0.1148,-0.0977,27.3000,-15.2400,-20.3400,90.0000,
6.1910,-0.0665,0.3557,0.9381,0.0049,-0.1148,-0.0977,27.3000,-15.2400,-20.3400,90.0000,
6.2680,-0.0665,0.3557,0.9381,0.0721,0.1087,0.0403,27.3000,-15.2400,-20.3400,90.0000,
6.2710,-0.0665,0.3557,0.9381,0.0721,0.1087,0.0403,27.3000,-15.2400,-20.3400,90.0000,
6.2800,-0.0665,0.3557,0.9381,0.0721,0.1087,0.0403,27.1800,-15.3600,-20.1000,90.0000,
6.3440,-0.0665,0.3557,0.9381,0.0721,0.1087,0.0403,27.2400,-15.6000,-19.6200,90.0000,
6.3800,-0.0391,0.3792,0.9420,0.0721,0.1087,0.0403,27.2400,-15.6000,-19.6200,90.0000,
6.4600,-0.0391,0.3792,0.9420,0.0513,-0.0660,0.0635,27.2400,-15.6000,-19.6200,90.0000,
6.4630,-0.0391,0.3792,0.9420,0.0513,-0.0660,0.0635,27.2400,-15.6000,-19.6200,90.0000,
6.4860,-0.0391,0.3792,0.9420,0.0513,-0.0660,0.0635,27.4800,-15.7800,-19.5000,90.0000,
6.5440,-0.0391,0.3792,0.9420,0.0513,-0.0660,0.0635,27.5400,-15.9000,-19.3200,90.0000,
6.5900,-0.0391,0.3948,0.9420,0.0513,-0.0660,0.0635,27.5400,-15.9000,-19.3200,90.0000,
6.6590,-0.0391,0.3948,0.9420,0.0440,0.0183,0.0391,27.5400,-15.9000,-19.3200,90.0000,
6.6620,-0.0391,0.3948,0.9420,0.0440,0.0183,0.0391,27.5400,-15.9000,-19.3200,90.0000,
6.6760,-0.0391,0.3948,0.9420,0.0440,0.0183,0.0391,27.3600,-15.9000,-19.3800,90.0000,
6.7430,-0.0391,0.3948,0.9420,0.0440,0.0183,0.0391,27.2400,-16.2000,-19.1400,90.0000,
6.7800,-0.0508,0.4026,0.8990,0.0440,0.0183,0.0391,27.2400,-16.2000,-19.1400,90.0000,
6.8630,-0.0508,0.4026,0.8990,0.0122,0.1576,0.1258,27.2400,-16.2000,-19.1400,90.0000,
6.8670,-0.0508,0.4026,0.8990,0.0122,0.1576,0.1258,27.2400,-16.2000,-19.1400,90.0000,
6.8750,-0.0508,0.4026,0.8990,0.0122,0.1576,0.1258,27.1200,-16.3800,-18.8400,90.0000,
6.9410,-0.0508,0.4026,0.8990,0.0122,0.1576,0.1258,26.9400,-16.8000,-18.8400,90.0000,
6.9860,-0.0274,0.4300,0.9420,0.0122,0.1576,0.1258,26.9400,-16.8000,-18.8400,90.0000,
7.0590,-0.0274,0.4300,0.9420,0.0391,-0.0012,0.0098,26.9400,-16.8000,-18.8400,90.0000,
7.0620,-0.0274,0.4300,0.9420,0.0391,-0.0012,0.0098,26.9400,-16.8000,-18.8400,90.0000,
7.0740,-0.0274,0.4300,0.9420,0.0391,-0.0012,0.0098,26.8200,-17.1600,-19.0200,90.0000,
7.1380,-0.0274,0.4300,0.9420,0.0391,-0.0012,0.0098,26.7600,-17.3400,-19.0200,90.0000,
7.1810,-0.0274,0.4104,0.9030,0.0391,-0.0012,0.0098,26.7600,-17.3400,-19.0200,90.0000,
7.2590,-0.0274,0.4104,0.9030,0.0660,0.0452,0.1112,26.7600,-17.3400,-19.0200,90.0000,
7.2620,-0.0274,0.4104,0.9030,0.0660,0.0452,0.1112,26.7600,-17.3400,-19.0200,90.0000,
7.2700,-0.0274,0.4104,0.9030,0.0660,0.0452,0.1112,26.4600,-17.8800,-18.9600,90.0000,
7.3800,-0.0117,0.4026,0.8834,0.0660,0.0452,0.1112,26.4600,-17.8800,-18.9600,90.0000,
7.4020,-0.0117,0.4026,0.8834,0.0660,0.0452,0.1112,26.1600,-18.2400,-18.9600,90.0000,
7.4600,-0.0117,0.4026,0.8834,-0.0183,-0.0574,0.0574,26.1600,-18.2400,-18.9600,90.0000,
7.4630,-0.0117,0.4026,0.8834,-0.0183,-0.0574,0.0574,26.1600,-18.2400,-18.9600,90.0000,
7.4700,-0.0117,0.4026,0.8834,-0.0183,-0.0574,0.0574,26.1000,-18.5400,-18.8400,90.0000,
7.5890,0.0000,0.4417,0.9264,-0.0183,-0.0574,0.0574,26.1000,-18.5400,-18.8400,90.0000,
7.6010,0.0000,0.4417,0.9264,-0.0183,-0.0574,0.0574,26.1000,-18.9000,-18.9000,90.0000,
7.6680,0.0000,0.4417,0.9264,-0.0232,-0.0269,-0.0281,26.1000,-18.9000,-18.9000,90.0000,
7.6710,0.0000,0.4417,0.9264,-0.0232,-0.0269,-0.0281,26.1000,-18.9000,-18.9000,90.0000,
7.8540,0.0000,0.4417,0.9264,-0.0232,-0.0269,-0.0281,25.9200,-19.1400,-19.0800,90.0000,
7.8550,0.0117,0.4417,0.9225,-0.0232,-0.0269,-0.0281,25.9200,-19.1400,-19.0800,90.0000,
7.8580,0.0117,0.4417,0.9225,-0.0232,-0.0269,-0.0281,25.8000,-19.2600,-18.9000,90.0000,
7.8590,0.0117,0.4417,0.9225,0.0330,-0.0171,-0.1087,25.8000,-19.2600,-18.9000,90.0000,
7.8600,0.0117,0.4417,0.9225,0.0330,-0.0171,-0.1087,25.8000,-19.2600,-18.9000,90.0000,
7.8630,0.0117,0.4417,0.9225,0.0330,-0.0171,-0.1087,25.7400,-19.3200,-18.6600,90.0000,
7.9840,-0.0156,0.4339,0.8912,0.0330,-0.0171,-0.1087,25.7400,-19.3200,-18.6600,90.0000,
7.9990,-0.0156,0.4339,0.8912,0.0330,-0.0171,-0.1087,25.6200,-19.5600,-18.7200,90.0000,
8.0600,-0.0156,0.4339,0.8912,-0.0208,-0.0513,-0.0232,25.6200,-19.5600,-18.7200,90.0000,
8.0660,-0.0156,0.4339,0.8912,-0.0208,-0.0513,-0.0232,25.6200,-19.5600,-18.7200,90.0000,
8.0690,-0.0156,0.4339,0.8912,-0.0208,-0.0513,-0.0232,25.6200,-19.5000,-18.7200,90.0000,
8.1880,-0.0039,0.4261,0.9030,-0.0208,-0.0513,-0.0232,25.6200,-19.5000,-18.7200,90.0000,
8.1950,-0.0039,0.4261,0.9030,-0.0208,-0.0513,-0.0232,25.7400,-19.3800,-18.9000,90.0000,
8.2560,-0.0039,0.4261,0.9030,-0.0623,-0.0782,0.0318,25.7400,-19.3800,-18.9000,90.0000,
8.2590,-0.0039,0.4261,0.9030,-0.0623,-0.0782,0.0318,25.7400,-19.3800,-18.9000,90.0000,
8.2610,-0.0039,0.4261,0.9030,-0.0623,-0.0782,0.0318,25.7400,-19.2600,-19.0800,90.0000,
8.4010,0.0078,0.4261,0.9225,-0.0623,-0.0782,0.0318,25.7400,-19.2600,-19.0800,90.0000,
8.4100,0.0078,0.4261,0.9225,-0.0623,-0.0782,0.0318,25.7400,-19.0200,-19.2600,90.0000,
8.4570,0.0078,0.4261,0.9225,-0.0232,-0.0171,-0.0623,25.7400,-19.0200,-19.2600,90.0000,
8.4590,0.0078,0.4261,0.9225,-0.0232,-0.0171,-0.0623,25.7400,-19.0200,-19.2600,90.0000,
8.4600,0.0078,0.4261,0.9225,-0.0232,-0.0171,-0.0623,25.8600,-18.7800,-19.5000,90.0000,
